Judul,Alamat,Kamar Tidur,Luas Bangunan,Luas Lahan,Harga,Provinsi
Cluster Victoria Green Residence Tipe Milan,Setia Mulya Bekasi,2,52,72,1100500000,Jawa Barat
Aquila Valley Tipe Cendrawasih,Ciseeng Bogor,2,32,60,328000000,Jawa Barat
Maison de Wisteria Tipe B,Cakung Jakarta Timur,3,103,84,1900000000,DKI Jakarta
Daru Metropolis Cluster Illinois Tipe 27 72,Jambe Tangerang,2,27,72,264894000,Banten
Graha Raya Cluster Fortune Garden Tipe Lantana,Ciledug Tangerang,3,67,60,1385100000,Banten
Puri Canary Tipe Crested,Pasar Kemis Tangerang,2,31,60,419933357,Banten
Mustika Village Sukamulya Tipe Ginza,Cikarang Bekasi,2,60,30,224000000,Jawa Barat
Serpong Green Paradise Tipe Orchid 1 Lantai,Parung Panjang Bogor,2,42,84,481500000,Jawa Barat
Panjibuwono City Cluster Casablanca Tipe Casa Jardin,Babelan Bekasi,2,39,72,734452000,Jawa Barat
Springhill Yume Lagoon Tipe Ajisai,Cisauk Tangerang,2,36,60,707403000,Banten
Darmawangsa Residence Cluster Sriwijaya Waterfront Tipe Astha Grande,Bekasi,3,60,84,1023957000,Jawa Barat
Springhill Yume Lagoon Tipe Himawari,Cisauk Tangerang,3,104,112,1726272000,Banten
Panjibuwono City Cluster Casablanca Tipe Casa Familia,Babelan Bekasi,3,55,72,947230000,Jawa Barat
Bukit Golf Riverside Cluster Orchid Tipe Guarana,Gunung Putri Bogor,3,43,90,1141729489,Jawa Barat
Yamala Haus Tipe BH,Serpong Tangerang Selatan,3,68,73,1420000000,Banten
Synthesis Homes Tipe Paras Hook,Ciputat Tangerang Selatan,3,73,86,2266620000,Banten
Grand Duta City South of Jakarta Tipe Florence,Parung Bogor,3,74,60,936878250,Jawa Barat
Sapta Villa Tipe Lark 75 84,Cibinong Bogor,3,75,84,1119302163,Jawa Barat
Lavesh Phase 2 Kota Harapan Indah Tipe Arvinza Standar 57 75,Tarumajaya Bekasi,3,57,75,1462000000,Jawa Barat
Summarecon Crown Gading Cluster Regia tipe 6 x 11,Setia Asih Bekasi,2,63,66,1169940000,Jawa Barat
Cluster Victoria Green Residence Tipe Roma,Setia Mulya Bekasi,3,70,96,1442500000,Jawa Barat
Grand Safira Tipe 56,Cengkeh Turi Binjai,2,56,105,350000000,Unknown
Cluster Nashville Tipe 129,Gunung Putri Bogor,3,129,112,1979724000,Jawa Barat
Golden Park 2 Tipe Cedar,Cisauk Tangerang,2,65,142,1812556780,Banten
Cluster Victoria Village Tipe River,Setia Mulya Bekasi,2,27,60,357818182,Jawa Barat
Naira Residence 2 Lake View Tipe Como A,Cisauk Tangerang,3,60,70,1080000000,Banten
Grand Harmoni 5 Tenjo Tipe 44 60,Tenjo Bogor,3,60,44,280000000,Jawa Barat
Cluster Victoria Asri Tipe Anthurium,Setia Mulya Bekasi,2,30,60,360000000,Jawa Barat
Vasaka City Tipe 29 60,Sukawangi Bekasi,2,29,60,326000000,Jawa Barat
Aspen Park Tipe 6 x 10 Premium,Serpong Tangerang Selatan,3,60,77,1251000000,Banten
Cluster Dakota Tipe Datura at Suvarna Sutera,Cikupa Tangerang,3,126,105,1787100000,Banten
Grand Wisata Water Terrace II Flawless Living Tipe Lagoon 143,Tambun Selatan Bekasi,4,143,160,3341546390,Jawa Barat
Kota Podomoro Tenjo Cluster Kaliandra Tipe 36,Tenjo Bogor,2,36,72,352972973,Jawa Barat
Kota Podomoro Tenjo Cluster Magnolia Tipe 36,Tenjo Bogor,2,36,90,357846000,Jawa Barat
Premier Promenade Tipe Tulip,Pancoran Mas Depok,4,124,134,2788000000,Jawa Barat
Ikon Tenjo Resort Homes Tipe Calathea,Tenjo Bogor,2,32,60,336060000,Jawa Barat
Cendana Botanic Tipe Sanctuary,Bojong Nangka Tangerang,3,88,87,1419929755,Banten
Grand Surya Estate Tipe Arden,Duren Jaya Bekasi,3,87,96,1379095421,Jawa Barat
Desain Rumah Efisien Cluster Danisha at Tera Damai Tipe 52 Variabel,Medan Satria Bekasi,2,52,85,673000000,Jawa Barat
Cluster Victoria Elok Tipe Camelia,Setia Mulya Bekasi,2,45,84,508805000,Jawa Barat
Cluster Alamanda Tipe 36 Samesta Parayasa,Parung Panjang Bogor,2,36,102,491000000,Jawa Barat
Clarity House Tipe Viola 8x11,Ciputat Tangerang Selatan,3,140,88,2250000000,Banten
Synthesis Homes Tipe Flexy Home,Ciputat Tangerang Selatan,3,127,54,2712840000,Banten
Cluster New Bougenville Tipe 45 Samesta Parayasa,Parung Panjang Bogor,2,45,96,626000000,Jawa Barat
Panjibuwono City Cluster Casablanca Tipe Casa Grande,Babelan Bekasi,3,60,72,1010005000,Jawa Barat
Bumi Bantar Panjang Tipe Azalea A,Tigaraksa Tangerang,2,27,60,227000000,Banten
Kemang Verde Tipe 36 60,Bogor,1,36,60,445300000,Jawa Barat
Padma Hills Tipe 36,Gunung Sindur Bogor,2,36,72,405000000,Jawa Barat
Ruma Priva Tipe 103,Tangerang Selatan,3,103,99,1805000000,Banten
Bali Resort Bogor Uluwatu Ext Tipe 56,Ranca Bungur Bogor,3,56,60,528905000,Jawa Barat
Sinar Mitbana Mas Hiera Tipe 8,Pagedangan Tangerang,4,166,128,3900000000,Banten
Graha Tirta Asri Tipe Lotus,Ciseeng Bogor,2,45,91,760000000,Jawa Barat
PIK 2 Villa Pasir Putih 5 Tipe 6x15,Dadap Tangerang,3,130,90,3695000000,Banten
Cluster Danisha at Tera Damai Tipe 40 Sudut,Medan Satria Bekasi,2,40,80,713000000,Jawa Barat
Daru Metropolis Cluster Helsinki Tipe 22 72,Jambe Tangerang,2,22,72,271296383,Banten
Wellspring House Tipe Blooming,Serpong Tangerang Selatan,3,110,72,1470000000,Banten
De LORA Tipe 48,Parung Panjang Bogor,3,48,72,716530000,Jawa Barat
Cluster Nahara Tipe 9 Cimanggis Golf Estate,Tapos Depok,3,165,153,3453200000,Jawa Barat
Cluster Margata Tipe Pine Badan Cimanggis Golf Estate,Tapos Depok,3,91,96,2198000000,Jawa Barat
Cluster UENOS HOUSE Tipe N Cimanggis Golf Estate,Tapos Depok,2,56,64,990000000,Jawa Barat
Cluster Nahara Tipe 5 Cimanggis Golf Estate,Tapos Depok,2,89,85,1912000000,Jawa Barat
Darmawangsa Residence Cluster Sriwijaya Tipe Pandawa,Tambun Utara Bekasi,2,59,78,1006666000,Jawa Barat
Bukit Golf Riverside Cluster Lagoon Park Tipe Caviana,Gunung Putri Bogor,4,86,72,1540664183,Jawa Barat
Golden Park 2 Tipe Viola,Cisauk Tangerang,2,45,35,690668790,Banten
Cluster Nashville Tipe 142,Gunung Putri Bogor,3,142,112,2091566000,Jawa Barat
Mustika Village Sukamulya Tipe Ueno,Cikarang Bekasi,2,60,25,173500000,Jawa Barat
Paramount Land Fresco Cluster Arcadia Village Tipe L6,Gading Serpong Tangerang,2,63,48,1239600000,Banten
Dijual Ruko lokasi strategis Tanah Tinggi di Jakarta Pusat,Tanah Tinggi Jakarta Pusat,2,72,68,1404000000,DKI Jakarta
Rumah baru mewah harga murah minimalis,Matraman Jakarta Timur,2,58,30,796620000,DKI Jakarta
Grand Duta City South of Jakarta Tipe Alexandra,Parung Bogor,3,88,105,1506385440,Jawa Barat
Citaville Cibubur Tipe Calgary 2 Kamar,Cileungsi Bogor,2,63,60,783021000,Jawa Barat
Rumah 2 Lantai Plus Rooftop di Lantai 3,Pondok Ranggon Jakarta Timur,2,70,32,400000000,DKI Jakarta
Rumah Modern Minimalis 1 lantai di Surabaya Barat,Benowo Surabaya,2,43,70,760450000,Jawa Timur
DIJUAL RUMAH 2 LANTAI MEWAH DEKAT TOL CIBUBUR KPR CICILAN FLAT,Condet Jakarta Timur,3,74,60,800000000,DKI Jakarta
Rumah Mewah 2 Lantai Terjangkau di Cilangkap,Cilangkap Jakarta Timur,3,72,58,800000000,DKI Jakarta
Dijual cepat murah rumah dekat kampus atmajaya nittaya avani bsd,Bumi Serpong Damai Tangerang Selatan,3,110,144,2650000000,Banten
Rumah 2 Lantai Mewah Lokasi Jakarta Harga Terjangkau,Depok,3,80,69,800000000,Jawa Barat
Termurah B Rumah Greenlake Citraland 2 Lantai Semi Furnish,Citraland Surabaya,4,180,135,2400000000,Jawa Timur
Rumah Minimalis Modern di Green Park Cluster Pinewood Siap KPR J 18061,Pondok Melati Bekasi,3,160,105,1820000000,Jawa Barat
Rumah Brand New Lokasi BSD Pusat Sebelah AEON 1 Menit dr Tol Freja,Pagedangan Tangerang,4,118,104,3500000000,Banten
Rumah Cantik 2 Lantai Siap Huni Strategis Ke Lippo Karawaci GS,Curug Tangerang,3,83,72,1080000000,Banten
Rumah Furnish Sudah Renov Tanah Luas Lokasi di BSD dkt Tol,Serpong Tangerang Selatan,2,50,84,1290000000,Banten
Rumah Minimalis di Perumahan Citra Maja 2 Pecatu,Maja Lebak,1,32,98,265000000,Banten
Rumah Dekat Tol Andara Sawangan Cinere Limo,Rangkapan Jaya Depok,2,40,107,825000000,Jawa Barat
Rumah 1 Lantai Araya Malang,Pakis Malang,2,36,70,800000000,DI Yogyakarta
Cluster Emory Tipe Akasia Eka Parkland Podomoro Karawang,Karawang Barat Karawang,2,82,78,1420000000,Jawa Barat
Citra Grand Cibubur CBD Cluster Farser Park Tipe L7,Jatisampurna Bekasi,3,86,84,1544575000,Jawa Barat
Citra Grand Cibubur CBD Cluster Lagoon Residence Tipe L8,Jatisampurna Bekasi,3,112,120,2132627000,Jawa Barat
Rumah Murah Angsuran Rendah Tanpa DP,Depok Depok,3,100,78,1250000000,Jawa Barat
Citra Grand Cibubur CBD Cluster Lagoon Residence Tipe L10,Jatisampurna Bekasi,4,185,180,3336506000,Jawa Barat
Adhi City Sentul Tipe Aruna Standard,Sentul Bogor,1,40,60,850000000,Jawa Barat
Adhi City Sentul Tipe Agra Standard,Sentul Bogor,2,60,90,1283000000,Jawa Barat
Cluster The Northbend Tipe 6x12 Metland Cyber City,Karang Tengah Tangerang,3,72,72,1799226000,Banten
Cluster Ridge Crystal Tipe 52 72 Harvest City,Cileungsi Bogor,2,52,72,700000000,Jawa Barat
Taman Jatisari Permai Tipe 54,Jatiasih Bekasi,2,54,64,1137520000,Jawa Barat
Dar es Salaam Residence Tipe 69,Jatiwangi Majalengka,3,69,120,650000000,Jawa Barat
Golden Park 2 Tipe New Amarilis,Cisauk Tangerang,2,50,60,960775650,Banten
Golden Park 2 Tipe Edelweiss,Cisauk Tangerang,3,60,71,1199890750,Banten
Golden Park 2 Tipe Mahogany,Cisauk Tangerang,3,88,105,1595530000,Banten
Golden Park 3 Tipe Hermes,Cisauk Tangerang,3,58,60,960400000,Banten
Metland Cileungsi Tipe Adenia,Cileungsi Bogor,2,48,72,691020000,Jawa Barat
Cluster The Laurus Tipe 2 Harvest City,Cileungsi Bogor,2,60,105,1068840000,Jawa Barat
Latinos Business District Tipe 91,Serpong Tangerang Selatan,2,91,50,1837709000,Banten
Tipe Boston Timur Mutiara Columbus,Mustika Jaya Bekasi,2,36,72,531000000,Jawa Barat
Tipe Montana Mutiara Columbus,Mustika Jaya Bekasi,2,45,90,657000000,Jawa Barat
Tipe Manchester Mutiara Columbus,Mustika Jaya Bekasi,3,60,120,822850000,Jawa Barat
Tipe Maple Mutiara Columbus,Mustika Jaya Bekasi,3,69,90,935000000,Jawa Barat
Tipe Boston Cifest,Cikarang Selatan Bekasi,2,36,72,564350000,Jawa Barat
Tipe Magnolia Cifest,Cikarang Selatan Bekasi,2,55,60,674750000,Jawa Barat
Tipe New Derby Cifest,Cikarang Selatan Bekasi,2,27,60,457400000,Jawa Barat
Tipe Birmingham Cifest,Cikarang Selatan Bekasi,2,45,90,739150000,Jawa Barat
Tipe Ebony Cifest,Cikarang Selatan Bekasi,2,36,72,565500000,Jawa Barat
Cluster Sakura Indica Tipe Megame Harvest City,Cileungsi Bogor,2,37,72,644280000,Jawa Barat
Metland Cibitung Cluster Spring Terrace Tipe 38,Cibitung Bekasi,2,38,72,500000000,Jawa Barat
Graha Tirta Asri Tipe Lily,Ciseeng Bogor,2,36,72,520000000,Jawa Barat
rumah full furnish cluster Thompson Summarecon gading serpong,Gading Serpong Tangerang,3,73,77,2100000000,Banten
Jual Rumah 2 Lantai Cibubur Tipe LB 40 LT 85,Tapos Depok,2,40,85,734250000,Jawa Barat
Dijual Rumah 2 Lantai di Duta Graha Bebas Banjir Harga Nego J 18062,Harapan Indah Bekasi,3,130,105,1600000000,Jawa Barat
Mutiara Damai Cipayung Tipe C,Cipayung Jakarta Timur,4,152,142,3011820000,DKI Jakarta
Seminyak Suites,Seminyak Badung,2,116,128,3900000000,Bali
Virginia Park Makassar Tipe Blossom,Biringkanaya Makassar,3,73,72,862561331,Unknown
Bintaro Jaya Sektor 9,Bintaro Tangerang Selatan,3,170,170,3200000000,Banten
Rumah Caspia BSD City,Bumi Serpong Damai Tangerang Selatan,3,120,112,2300000000,Banten
rumah illustria the eminent BSD,Bumi Serpong Damai Tangerang Selatan,3,92,112,2300000000,Banten
rumah baru di naara village paramount gading serpong,Gading Serpong Tangerang,3,116,120,3500000000,Banten
dipasarkan rumah di illustria eminent bsd 5 menit ke pintu tol,Bumi Serpong Damai Tangerang Selatan,3,114,160,2800000000,Banten
3 kama tidur cluster precia eminent bsd city dekat akses tol,Bumi Serpong Damai Tangerang Selatan,3,142,120,2800000000,Banten
Rumah di Kencana Ext cluster nyaman dan Hidup,Bumi Serpong Damai Tangerang Selatan,3,123,80,1850000000,Banten
Rumah di Neo Catalonia Bsd Baru Bangun Dekat Taman,Bumi Serpong Damai Tangerang Selatan,4,150,98,2250000000,Banten
prestigia the eminent BSD,Bumi Serpong Damai Tangerang Selatan,3,125,120,3200000000,Banten
Jual Cepat Sheffield Greenwich BSD type 8 Rapih Siap Huni,Bumi Serpong Damai Tangerang Selatan,3,130,160,3500000000,Banten
Rumah SHM Rapi GreenWich Park Cluster SHEFFIELD BSD City Tangerang,Bumi Serpong Damai Tangerang Selatan,3,130,160,3500000000,Banten
rumah di bsd city sheffield greenwich park harga nego,Bumi Serpong Damai Tangerang Selatan,3,130,160,3600000000,Banten
Jual Cepat Avezza Mozia BSD renov hadap Timur,Bumi Serpong Damai Tangerang Selatan,2,90,72,1700000000,Banten
jual rumah Inspirahaus Tabebuya BSD,Bumi Serpong Damai Tangerang Selatan,2,48,48,1150000000,Banten
Rumah Sheffield Greenwich BSD,Bumi Serpong Damai Tangerang Selatan,3,171,180,4000000000,Banten
The Terrace at Ayodhya Garden Tipe Oak,Cikokol Tangerang,2,63,50,1250000000,Banten
Rumah Sheffield Greenwich BSD,Bumi Serpong Damai Tangerang Selatan,4,130,160,3500000000,Banten
dijual rumah illustria The Eminent BSD,Bumi Serpong Damai Tangerang Selatan,3,92,126,2350000000,Banten
Rumah The Icon di Cluster East Cosmo Sangat Dicari Jarang Ada,Sampora Tangerang,3,88,128,2300000000,Banten
illustria The Eminent BSD,Bumi Serpong Damai Tangerang Selatan,3,92,126,2500000000,Banten
Cluster De Nara De Park BSD,Bumi Serpong Damai Tangerang Selatan,4,120,170,3500000000,Banten
rumah di bsd city mayfield greenwich park type L8m harga termurah,Bumi Serpong Damai Tangerang Selatan,3,130,160,3400000000,Banten
jual cepat Rumah Whelford Greenwich BSD,Bumi Serpong Damai Tangerang Selatan,3,120,60,1600000000,Banten
Dijual Rumah Puspita Loka,Lengkong Gudang Tangerang,3,100,140,2600000000,Banten
Jual atau Sewa Rumah Eminent Cluster Ingenia,Pagedangan Tangerang,3,114,144,2650000000,Banten
Cluster Askara Nue Vanya Park,Pagedangan Tangerang,3,89,77,2700000000,Banten
Bsd Greenwich Cluster Whitsand Jarang SekaLi Ada,Pagedangan Tangerang,4,150,160,3500000000,Banten
Rumah Vivacia Eminent BSD City Semi Furnished Lokasi Strategis Dekat,Pagedangan Tangerang,3,110,128,2950000000,Banten
Delatinos BSD City,Rawa Buntu Tangerang Selatan,3,120,136,2300000000,Banten
rumah di jual 2 lantai turun harga di the icon bsd city,Bumi Serpong Damai Tangerang Selatan,3,200,119,2500000000,Banten
Rumah Depok 8 Menit Tol Cimanggis 10 Menit RS Meilia Cibubur DP Ringan,Cimanggis Depok,2,36,61,550000000,Jawa Barat
Rumah Siap Huni di Pondok Ungu Permai Free biaya baliknama dan KPR,Bekasi Utara Bekasi,3,60,78,710000000,Jawa Barat
Rumah Minimalis dekat dengan fasilitas Kesehaatan Siap KPR J 16775,Bintaro Tangerang Selatan,2,70,99,1610000000,Banten
Hunian Cantik Harga Terjangkau di Pulo Gadung Jakarta Timur,Pulo Gadung Jakarta Timur,3,72,45,954900000,DKI Jakarta
Sektor 1 Bintaro Jaya,Bintaro Jakarta Selatan,3,120,135,2700000000,DKI Jakarta
Rumah kluster Nusa Loka BSD semi furnished dekat tol,Bumi Serpong Damai Tangerang Selatan,2,65,72,1600000000,Banten
Rumah Dekat Jalan Raya 5 Menit RSUD Depok 10 Menit Tol Cimanggis DP 0,Tapos Depok,2,40,63,565000000,Jawa Barat
Rumah Ready Tanpa DP,Serpong Tangerang Selatan,3,80,68,1600000000,Banten
Perumahan Modern Cempaka Putih 2 lantai Dijual SHM pinggir Jalan,Johar Baru Jakarta Pusat,3,106,76,3400000000,DKI Jakarta
Baru di Griya Loka KT 4 1 bisa KPR sudah SHM,Bumi Serpong Damai Tangerang Selatan,4,200,144,2950000000,Banten
Rumah Minimalist dan Luas hanya 890 juta 5 menit dari Jakarta,Pondok Melati Bekasi,3,140,168,890000000,Jawa Barat
Rumah 3 Kamar Luas 110 m2 DP NOL Cicil 3 Juta Dekat TOL Stasiun KRL,Bogor Tengah Kota Bogor,3,40,110,589000000,Jawa Barat
Dijual Cepat Perumahan Bintaro Sektor 9 Harga NJOP,Bintaro Tangerang Selatan,3,78,72,2100000000,Banten
Rumah Dijual Murah di Bintara Free biaya biaya,Bintara Bekasi,2,60,78,990000000,Jawa Barat
Rumah dijual mewah lokasi strategis di jakarta pusat cempaka putih,Cempaka Putih Jakarta Pusat,3,94,53,2270000000,DKI Jakarta
Rumah Full Furnished Siap Huni Sudah di Renovasi Cluster Rossini,Gading Serpong Tangerang,4,106,84,2800000000,Banten
Rumah Minimalis di Perumahan Erfina Regency Siap KPR Bisa Nego J 19436,Cibinong Bogor,3,100,155,1730000000,Jawa Barat
Rumah Strategis hanya 7 menit ke Pasar Rawa Buaya Siap KPR J 20006,Cengkareng Jakarta Barat,3,100,120,1610000000,DKI Jakarta
Dijual Rumah Minimalis dengan SHM di Komplek Kresek Bisa KPR J 20427,Cengkareng Jakarta Barat,3,120,120,1610000000,DKI Jakarta
NEW CLUSTER HARVEST PONDOK CABE,Pondok Cabe Tangerang Selatan,3,112,90,1572000000,Banten
Rumah di Jual di Bogor Cluster Baru Cibinong Bogor,Nanggewer Bogor,2,36,76,535000000,Jawa Barat
Rumah Jatinegara Lio 2 Lantai Dijual SHM Deket stasiun Klender,Jatinegara Kaum Jakarta Timur,3,68,44,1000000000,DKI Jakarta
Di jual rumah di Pasar Rebo Jakarta Timur Lokasi Strategis,Pasar Rebo Jakarta Timur,2,60,85,1300000000,DKI Jakarta
Dijual Rumah di Kota Harapan Indah Harga Nego Siap Huni J 19967,Babelan Bekasi,3,150,88,1580000000,Jawa Barat
Jual Rumah Strategis Siap KPR di Perum Bukit Rivaria Sawangan J 19548,Sawangan Depok,2,85,105,800000000,Jawa Barat
Rumah Dijual di Vida Bumi Pala Grand Bekasi Siap Nego Bisa KPR J 16233,Tambun Selatan Bekasi,2,47,72,740000000,Jawa Barat
Exclusive Hunian Konsep Klasik Bali di Cilodong Depok,Cilodong Depok,2,40,63,645000000,Jawa Barat
Mutiara Gading City New Paris Tipe Le Verre,Setia Asih Bekasi,3,39,60,620000000,Jawa Barat
Mutiara Gading City Tipe Pianta,Tarumajaya Bekasi,3,42,108,651000000,Jawa Barat
Catha Rempoa Tipe Ziya,Ciputat Tangerang Selatan,3,75,66,1792000000,Banten
Cluster Alamanda Tipe 45 Samesta Parayasa,Parung Panjang Bogor,2,45,152,644000000,Jawa Barat
Prestige 2 Sawangan Tipe 52,Sawangan Depok,3,52,60,629000000,Jawa Barat
Serpong Garden Village Cluster Bougenville Tipe Alexandra,Parung Bogor,2,30,60,517730000,Jawa Barat
Clarity House Tipe Alex 7x12,Ciputat Tangerang Selatan,3,140,87,2130000000,Banten
Living Stone at Telaga Golf Tipe Deluxe,Sawangan Depok,3,135,124,1870000000,Jawa Barat
Mutiara Gading City Tipe Garnet,Tarumajaya Bekasi,2,36,72,569000000,Jawa Barat
De LORA Tipe 27,Parung Panjang Bogor,2,27,60,497550000,Jawa Barat
Cluster Victoria Green Residence Tipe Florence,Setia Mulya Bekasi,2,27,72,545454545,Jawa Barat
Vasaka City Tipe 45 84,Sukawangi Bekasi,2,45,84,495400000,Jawa Barat
Premier Promenade Tipe Violet,Pancoran Mas Depok,3,82,72,1625000000,Jawa Barat
Tipe Minimalis 54 64 Taman Jatisari Permai,Jatiasih Bekasi,2,54,64,1122940000,Jawa Barat
Premier Promenade Tipe Orchid,Pancoran Mas Depok,3,95,84,1888000000,Jawa Barat
Prestige Pondok Cabe Tipe 52,Sawangan Depok,3,52,60,695000000,Jawa Barat
Paramount New Amarillo Village Tipe L5,Pagedangan Tangerang,2,53,40,1037100000,Banten
Cluster Margata Tipe Tiffany Badan Cimanggis Golf Estate,Tapos Depok,3,128,117,2849000000,Jawa Barat
Green Valley Estate Serang Tipe 36,Taktakan Serang,2,36,60,301000000,Banten
Kota Podomoro Tenjo Tipe Deluxe 27,Tenjo Bogor,2,27,60,183260000,Jawa Barat
Park Serpong Tipe Y,Legok Tangerang,2,40,31,461689222,Banten
Nirwana Hill Bogor Tipe 36,Gunung Sindur Bogor,2,36,72,700000000,Jawa Barat
Sutera Sawangan Tipe Garnet,Bojongsari Depok,3,103,96,1679000000,Jawa Barat
Graha Tirta Asri Tipe Teratai,Ciseeng Bogor,2,45,91,616000000,Jawa Barat
Cluster New Bougenville Tipe 36 Samesta Parayasa,Parung Panjang Bogor,2,36,72,476000000,Jawa Barat
Telaga Kahuripan Cluster Aluna Tipe 9,Kemang Bogor,4,155,135,2253300000,Jawa Barat
Naira Residence 2 Lake View Tipe Como B,Cisauk Tangerang,3,60,77,1148000000,Banten
RUMAH PONDOK HIJAU GOLF GADING SERPONG HUK LEBAR 8 RENOV,Gading Serpong Tangerang,4,170,135,2950000000,Banten
Jual Rumah 2 Lantai Cluster Edison Scientia Gading Serpong,Gading Serpong Tangerang,4,128,120,2700000000,Banten
Jual Cepat Rumah 2 Lantai Cluster Magnolia L Agricola Gading Serpong,Gading Serpong Tangerang,4,162,153,3000000000,Banten
RUMAH GADING SERPONG SIAP HUNI MODERN CLASSIC SIAP HUNI BRAND NEW,Gading Serpong Tangerang,4,150,136,3100000000,Banten
Jual Murah Rumah 2 Lantai Cluster Elista Village Gading Serpong,Gading Serpong Tangerang,3,77,60,1300000000,Banten
Rumah Baru 1 Lantai Kencana Loka BSD City,Bumi Serpong Damai Tangerang Selatan,3,70,84,1350000000,Banten
Jual Cepat Rumah 1 1 4 Lantai Nusaloka Sektor 14 BSD City,Bumi Serpong Damai Tangerang Selatan,3,100,120,1600000000,Banten
Rumah Rapih Siap Huni Cluster Vivacia Lebar 8 The Eminent BSD,Pagedangan Tangerang,3,144,128,3100000000,Banten
RUMAH MODERN GADING SERPONG MILANO SIAP HUNI CAKEP MURAH,Gading Serpong Tangerang,3,65,84,1500000000,Banten
Termurah Rumah 2 Lantai Cluster Aure The Mozia BSD City,Bumi Serpong Damai Tangerang Selatan,4,135,120,3300000000,Banten
RUMAH CLUSTER PRECIA THE EMINENT BSD,Bumi Serpong Damai Tangerang Selatan,3,144,120,3200000000,Banten
RUMAH READY FREE PPN 100,Karawaci Tangerang,4,77,72,955000000,Banten
Rumah Murah 2 Lantai 3 Kt dekat CBD Graha Raya Bintaro bisa KPR DP 0,Bintaro Tangerang Selatan,3,60,60,1100000000,Banten
Rumah Murah 2 Lantai 3 Kt dekat CBD Ciledug Raya bisa KPR DP 0 SHM,Ciledug Tangerang,3,60,60,1100000000,Banten
Rumah Ready Stock 2 Lantai 3 Kt dekat CBD Alam Sutera bisa KPR DP 0,Alam Sutera Tangerang Selatan,3,60,60,1100000000,Banten
Dijual Rumah siap huni type 60 110,Gianyar Gianyar,3,60,110,625000000,Bali
Dijual Rumah Hoek di Perumahan Citra Maja 2 Cluster Pecatu,Maja Lebak,1,22,88,200000000,Banten
